date,country_code,subdivision_code,holiday_name
2026-11-10,NP,,Gobardhan Pooja; Mha Pooja
2026-11-10,PA,,Los Santos Uprising Day
2026-11-11,AO,,National Independence Day
2026-11-11,AS,,Veterans Day
2026-11-11,BE,,Armistice Day
2026-11-11,BL,,Armistice Day
2026-11-11,BM,,Remembrance Day
2026-11-11,BT,,Birth Anniversary of the 4th Druk Gyalpo - Constitution Day
2026-11-11,FM,,FSM Veterans of Foreign Wars Day
2026-11-11,FR,,Armistice Day
2026-11-11,GF,,Armistice Day
2026-11-11,GP,,Armistice Day
2026-11-11,GU,,Veterans Day
2026-11-11,MF,,Armistice Day
2026-11-11,MP,,Veterans Day
2026-11-11,MQ,,Armistice Day
2026-11-11,MV,,Republic Day
2026-11-11,NC,,Armistice Day
2026-11-11,NP,,Bhai Tika
2026-11-11,PF,,Armistice Day
2026-11-11,PL,,National Independence Day
2026-11-11,PM,,Armistice Day
2026-11-11,PR,,Veterans Day
2026-11-11,RE,,Armistice Day
2026-11-11,RS,,Armistice Day
2026-11-11,SX,,Sint Maarten Day
2026-11-11,TF,,Armistice Day
2026-11-11,UM,,Veterans Day
2026-11-11,US,,Veterans Day
2026-11-11,VI,,Veterans Day
2026-11-11,WF,,Armistice Day
2026-11-11,YT,,Armistice Day
2026-11-12,KM,,Maore Day
2026-11-12,TL,,National Youth Day
2026-11-13,ME,,Njegos Day
2026-11-13,SH,,King's Birthday
2026-11-14,FK,,King's Birthday
2026-11-14,IR,,Martyrdom of Fatima (estimated)
2026-11-15,B3,,Republic Proclamation Day
2026-11-15,BR,,Republic Proclamation Day
2026-11-15,CI,,National Peace Day
2026-11-15,NP,,Chhath Parva
2026-11-15,PS,,Independence Day
2026-11-15,SE,,Sunday
2026-11-16,CO,,Independence of Cartagena (observed)
2026-11-16,FK,,King's Birthday (observed)
2026-11-16,KP,,Mother's Day
2026-11-16,MX,,Revolution Day
2026-11-17,CZ,,Struggle for Freedom and Democracy Day and International Students' Day
2026-11-17,MH,,President's Day
2026-11-18,HR,,Remembrance Day
2026-11-18,HT,,Armed Forces Day; Commemoration of the Battle of Vertieres
2026-11-18,LV,,Republic of Latvia Proclamation Day
2026-11-18,MA,,Independence Day
2026-11-19,BZ,,Garifuna Settlement Day
2026-11-19,MC,,Prince's Day
2026-11-19,PR,,Discovery Day
2026-11-20,B3,,National Day of Zumbi and Black Awareness
2026-11-20,BR,,National Day of Zumbi and Black Awareness
2026-11-20,OM,,National Day
2026-11-20,PF,,Matāri'i
2026-11-21,OM,,National Day
2026-11-22,AL,,Alphabet Day
2026-11-22,LB,,Independence Day
2026-11-22,SE,,Sunday
2026-11-23,AL,,Alphabet Day (observed)
2026-11-23,AR,,National Sovereignty Day
2026-11-23,FM,,Presidents Day
2026-11-23,GE,,Saint George's Day
2026-11-23,JP,,Labor Thanksgiving Day
2026-11-23,KH,,Water Festival
2026-11-23,VG,,The Great March of 1949 and Restoration Day
2026-11-24,IN,,Guru Nanak Jayanti
2026-11-24,KH,,Water Festival
2026-11-24,MM,,Full Moon Day of Tazaungmon
2026-11-25,KH,,Water Festival
2026-11-25,NF,,Thanksgiving Day
2026-11-25,SR,,Independence Day
2026-11-26,AS,,Thanksgiving Day
2026-11-26,GU,,Thanksgiving Day
2026-11-26,MN,,Republic Day
2026-11-26,MP,,Thanksgiving Day
2026-11-26,PR,,Thanksgiving Day
2026-11-26,PW,,Thanksgiving Day
2026-11-26,UM,,Thanksgiving Day
2026-11-26,US,,Thanksgiving Day
2026-11-26,VI,,Thanksgiving Day
2026-11-27,PW,,Family Day
2026-11-27,TC,,National Day of Thanksgiving
2026-11-28,AL,,Flag and Independence Day
2026-11-28,CG,,Republic Day
2026-11-28,MR,,Independence Day
2026-11-28,PA,,Independence Day
2026-11-28,TD,,Republic Day
2026-11-28,TL,,Proclamation of Independence Day
2026-11-29,AL,,Liberation Day
2026-11-29,LR,,Tubman Administration Goodwill Day
2026-11-29,SE,,Sunday
2026-11-29,VU,,Unity Day
2026-11-30,AL,,Flag and Independence Day (observed)
2026-11-30,BB,,Independence Day
2026-11-30,PH,,Bonifacio Day
2026-11-30,RO,,Saint Andrew's Day
2026-11-30,VU,,Unity Day (observed)
2026-11-30,YE,,Independence Day
2026-12-01,AL,,Liberation Day (observed)
2026-12-01,AQ,,Antarctica Day
2026-12-01,CF,,National Day
2026-12-01,PT,,Restoration of Independence Day
2026-12-01,RO,,National Day
2026-12-01,TD,,Freedom and Democracy Day
2026-12-02,AE,,National Day
2026-12-02,LA,,Lao National Day
2026-12-03,AE,,National Day
2026-12-04,GH,,Farmer's Day
2026-12-04,MH,,Gospel Day
2026-12-04,MM,,National Day
2026-12-05,TH,,HM King Bhumibol Adulyadej the Great's Birthday; National Day; National Father's Day
2026-12-06,AX,,Independence Day
2026-12-06,ES,,Constitution Day
2026-12-06,FI,,Independence Day
2026-12-06,SE,,Sunday
2026-12-07,TH,,HM King Bhumibol Adulyadej the Great's Birthday (in lieu); National Day (in lieu); National Father's Day (in lieu)
2026-12-07,TL,,Memorial Day
2026-12-07,TO,,Anniversary of the Coronation of HM King George Tupou I (observed)
2026-12-08,AD,,Immaculate Conception
2026-12-08,AL,,National Youth Day
2026-12-08,AR,,Immaculate Conception
2026-12-08,AT,,Immaculate Conception
2026-12-08,CL,,Immaculate Conception
2026-12-08,CO,,Immaculate Conception
2026-12-08,ES,,Immaculate Conception
2026-12-08,GQ,,Immaculate Conception
2026-12-08,GU,,Lady of Camarin Day
2026-12-08,IT,,Immacolata Concezione
2026-12-08,LI,,Immaculate Conception
2026-12-08,MC,,Immaculate Conception
2026-12-08,MK,,Saint Clement of Ohrid Day
2026-12-08,MP,,Constitution Day
2026-12-08,MT,,Feast of the Immaculate Conception
2026-12-08,NI,,Immaculate Conception
2026-12-08,PA,,Mother's Day
2026-12-08,PE,,Immaculate Conception
2026-12-08,PH,,Immaculate Conception
2026-12-08,PT,,Immaculate Conception
2026-12-08,PY,,Caacupe Virgin Day
2026-12-08,SC,,Immaculate Conception
2026-12-08,SM,,Immaculate Conception
2026-12-08,TL,,Day of Our Lady of Immaculate Conception and Timor-Leste Patroness
2026-12-08,UZ,,Constitution Day
2026-12-08,VA,,Immaculate Conception
2026-12-09,AG,,Sir Vere Cornwall Bird Snr. Day
2026-12-09,KI,,Human Rights and Peace Day
2026-12-09,PE,,Battle of Ayacucho Day
2026-12-09,TZ,,Independence and Republic Day
2026-12-10,TH,,Constitution Day
2026-12-11,BF,,Proclamation of Independence Day
2026-12-11,MG,,Republic Day
2026-12-12,KE,,Jamhuri Day
2026-12-12,TM,,International Neutrality Day
2026-12-13,LC,,National Day
2026-12-13,MT,,Republic Day
2026-12-13,SE,,Sunday
2026-12-14,LC,,National Day (observed)
2026-12-16,BD,,Victory Day
2026-12-16,BH,,National Day
2026-12-16,KZ,,Independence Day
2026-12-16,ZA,,Day of Reconciliation
2026-12-17,BH,,National Day
2026-12-17,BT,,National Day
2026-12-18,AI,,National Heroes and Heroines Day (observed)
2026-12-18,NE,,National Day
2026-12-18,QA,,Qatar National Day
2026-12-19,AI,,National Heroes and Heroines Day
2026-12-20,MO,,Macao S.A.R. Establishment Day
2026-12-20,PA,,National Mourning Day
2026-12-20,RE,,Abolition of Slavery
2026-12-20,SE,,Sunday
2026-12-21,PA,,National Mourning Day (observed)
2026-12-21,ST,,São Tomé Day
2026-12-22,ZW,,Unity Day
2026-12-23,IR,,Birthday of Imam Ali (estimated)
2026-12-24,AX,,Christmas Eve
2026-12-24,BG,,Christmas Eve
2026-12-24,CZ,,Christmas Eve
2026-12-24,EE,,Christmas Eve
2026-12-24,FI,,Christmas Eve
2026-12-24,FO,,Christmas Eve
2026-12-24,HU,,Day off (substituted from 12/12/2026)
2026-12-24,LT,,Christmas Eve
2026-12-24,LV,,Christmas Eve
2026-12-24,LY,,Independence Day
2026-12-24,PH,,Christmas Eve
2026-12-24,PL,,Christmas Eve
2026-12-24,SE,,Christmas Eve
2026-12-24,SK,,Christmas Eve
2026-12-24,SS,,Christmas Eve
2026-12-24,VA,,Christmas Eve
2026-12-24,VE,,Christmas Eve
2026-12-25,AD,,Christmas Day
2026-12-25,AG,,Christmas Day
2026-12-25,AI,,Christmas Day
2026-12-25,AL,,Christmas Day
2026-12-25,AO,,Christmas and Family Day
2026-12-25,AQ,,Christmas Day
2026-12-25,AR,,Christmas Day
2026-12-25,AS,,Christmas Day
2026-12-25,AT,,Christmas Day
2026-12-25,AU,,Christmas Day
2026-12-25,AW,,Christmas Day
2026-12-25,AX,,Christmas Day
2026-12-25,B3,,Christmas Day
2026-12-25,BA,,Catholic Christmas Day
2026-12-25,BB,,Christmas Day
2026-12-25,BE,,Christmas Day
2026-12-25,BF,,Christmas Day
2026-12-25,BG,,Christmas Day
2026-12-25,BI,,Christmas Day
2026-12-25,BJ,,Christmas Day
2026-12-25,BL,,Christmas Day
2026-12-25,BM,,Christmas Day
2026-12-25,BN,,Christmas Day
2026-12-25,BO,,Christmas Day
2026-12-25,BQ,,Christmas Day
2026-12-25,BR,,Christmas Day
2026-12-25,BS,,Christmas Day
2026-12-25,BW,,Christmas Day
2026-12-25,BY,,Catholic Christmas Day
2026-12-25,BZ,,Christmas Day
2026-12-25,CA,,Christmas Day
2026-12-25,CC,,Christmas Day
2026-12-25,CD,,Christmas Day
2026-12-25,CF,,Christmas Day
2026-12-25,CG,,Christmas Day
2026-12-25,CH,,Christmas Day
2026-12-25,CI,,Christmas Day
2026-12-25,CK,,Christmas Day
2026-12-25,CL,,Christmas Day
2026-12-25,CM,,Christmas Day
2026-12-25,CO,,Christmas Day
2026-12-25,CR,,Christmas Day
2026-12-25,CU,,Christmas Day
2026-12-25,CV,,Christmas Day
2026-12-25,CW,,Christmas Day
2026-12-25,CX,,Christmas Day
2026-12-25,CY,,Christmas Day
2026-12-25,CZ,,Christmas Day
2026-12-25,DE,,Christmas Day
2026-12-25,DJ,,Christmas Day
2026-12-25,DK,,Christmas Day
2026-12-25,DM,,Christmas Day
2026-12-25,DO,,Christmas Day
2026-12-25,EC,,Christmas Day
2026-12-25,EE,,Christmas Day
2026-12-25,ES,,Christmas Day
2026-12-25,FI,,Christmas Day
2026-12-25,FJ,,Christmas Day
2026-12-25,FK,,Christmas Day
2026-12-25,FM,,Christmas Day
2026-12-25,FO,,Christmas Day
2026-12-25,FR,,Christmas Day
2026-12-25,GA,,Christmas Day
2026-12-25,GB,,Christmas Day
2026-12-25,GD,,Christmas Day
2026-12-25,GF,,Christmas Day
2026-12-25,GG,,Christmas Day
2026-12-25,GH,,Christmas Day
2026-12-25,GI,,Christmas Day
2026-12-25,GL,,Christmas Day
2026-12-25,GM,,Christmas Day
2026-12-25,GN,,Christmas Day
2026-12-25,GP,,Christmas Day
2026-12-25,GQ,,Christmas Day
2026-12-25,GR,,Christmas Day
2026-12-25,GS,,Christmas Day
2026-12-25,GT,,Christmas Day
2026-12-25,GU,,Christmas Day
2026-12-25,GW,,Christmas Day
2026-12-25,GY,,Christmas Day
2026-12-25,HK,,Christmas Day
2026-12-25,HN,,Christmas Day
2026-12-25,HR,,Christmas Day
2026-12-25,HT,,Christmas Day
2026-12-25,HU,,Christmas Day
2026-12-25,ID,,Christmas Day
2026-12-25,IE,,Christmas Day
2026-12-25,IM,,Christmas Day
2026-12-25,IN,,Christmas
2026-12-25,IS,,Christmas Day
2026-12-25,IT,,Natale
2026-12-25,JE,,Christmas Day
2026-12-25,JM,,Christmas Day
2026-12-25,JO,,Christmas Day
2026-12-25,KE,,Christmas Day
2026-12-25,KI,,Christmas Day
2026-12-25,KM,,Christmas Day
2026-12-25,KN,,Christmas Day
2026-12-25,KR,,Christmas Day
2026-12-25,KY,,Christmas Day
2026-12-25,LB,,Christmas Day
2026-12-25,LC,,Christmas Day
2026-12-25,LI,,Christmas Day
2026-12-25,LR,,Christmas Day
2026-12-25,LS,,Christmas Day
2026-12-25,LT,,Christmas Day
2026-12-25,LU,,Christmas Day
2026-12-25,LV,,Christmas Day
2026-12-25,MC,,Christmas Day
2026-12-25,MD,,Christmas Day (by new style)
2026-12-25,MF,,Christmas Day
2026-12-25,MG,,Christmas Day
2026-12-25,MH,,Christmas Day
2026-12-25,ML,,Christmas Day
2026-12-25,MM,,Christmas Day
2026-12-25,MP,,Christmas Day
2026-12-25,MQ,,Christmas Day
2026-12-25,MS,,Christmas Day
2026-12-25,MT,,Christmas Day
2026-12-25,MU,,Christmas Day
2026-12-25,MW,,Christmas Day
2026-12-25,MX,,Christmas Day
2026-12-25,MY,,Christmas Day
2026-12-25,MZ,,Family Day
2026-12-25,NA,,Christmas Day
2026-12-25,NC,,Christmas Day
2026-12-25,NE,,Christmas Day
2026-12-25,NF,,Christmas Day
2026-12-25,NG,,Christmas Day
2026-12-25,NI,,Christmas Day
2026-12-25,NL,,Christmas Day
2026-12-25,NO,,Christmas Day
2026-12-25,NP,,Christmas Day
2026-12-25,NR,,Christmas Day
2026-12-25,NU,,Christmas Day
2026-12-25,NZ,,Christmas Day
2026-12-25,PA,,Christmas Day
2026-12-25,PE,,Christmas Day
2026-12-25,PF,,Christmas Day
2026-12-25,PG,,Christmas Day
2026-12-25,PH,,Christmas Day
2026-12-25,PK,,Quaid-e-Azam Day
2026-12-25,PL,,Christmas Day
2026-12-25,PM,,Christmas Day
2026-12-25,PN,,Christmas Day
2026-12-25,PR,,Christmas Day
2026-12-25,PS,,Catholic Christmas Day
2026-12-25,PT,,Christmas Day
2026-12-25,PW,,Christmas Day
2026-12-25,PY,,Christmas Day
2026-12-25,RE,,Christmas Day
2026-12-25,RO,,Christmas Day
2026-12-25,RW,,Christmas Day
2026-12-25,SB,,Christmas Day
2026-12-25,SC,,Christmas Day
2026-12-25,SD,,Christmas Day
2026-12-25,SE,,Christmas Day
2026-12-25,SG,,Christmas Day
2026-12-25,SH,,Christmas Day
2026-12-25,SI,,Christmas Day
2026-12-25,SJ,,Christmas Day
2026-12-25,SK,,Christmas Day
2026-12-25,SL,,Christmas Day
2026-12-25,SM,,Christmas Day
2026-12-25,SN,,Christmas Day
2026-12-25,SR,,Christmas Day
2026-12-25,SS,,Christmas Day
2026-12-25,ST,,Christmas Day
2026-12-25,SV,,Christmas Day
2026-12-25,SX,,Christmas Day
2026-12-25,SY,,Christmas Day
2026-12-25,SZ,,Christmas Day
2026-12-25,TC,,Christmas Day
2026-12-25,TD,,Christmas Day
2026-12-25,TF,,Christmas Day
2026-12-25,TG,,Christmas Day
2026-12-25,TK,,Christmas Day
2026-12-25,TL,,Christmas Day
2026-12-25,TO,,Christmas Day
2026-12-25,TT,,Christmas Day
2026-12-25,TV,,Christmas Day
2026-12-25,TW,,Constitution Day
2026-12-25,TZ,,Christmas Day
2026-12-25,UG,,Christmas Day
2026-12-25,UK,,Christmas Day
2026-12-25,UM,,Christmas Day
2026-12-25,US,,Christmas Day
2026-12-25,UY,,Day of the Family
2026-12-25,VA,,Christmas Day
2026-12-25,VC,,Christmas Day
2026-12-25,VE,,Christmas Day
2026-12-25,VG,,Christmas Day
2026-12-25,VI,,Christmas Day
2026-12-25,VU,,Christmas Day
2026-12-25,WF,,Christmas Day
2026-12-25,WS,,Christmas Day
2026-12-25,YT,,Christmas Day
2026-12-25,ZA,,Christmas Day
2026-12-25,ZM,,Christmas Day
2026-12-25,ZW,,Christmas Day
2026-12-26,AD,,Saint Stephen's Day
2026-12-26,AG,,Boxing Day
2026-12-26,AI,,Boxing Day
2026-12-26,AT,,Saint Stephen's Day
2026-12-26,AU,,Boxing Day
2026-12-26,AW,,Second Day of Christmas
2026-12-26,AX,,Second Day of Christmas
2026-12-26,BB,,Boxing Day
2026-12-26,BG,,Christmas Day
2026-12-26,BM,,Boxing Day
2026-12-26,BN,,Christmas Day (observed)
2026-12-26,BQ,,Second Day of Christmas
2026-12-26,BS,,Boxing Day
2026-12-26,BW,,Boxing Day
2026-12-26,BZ,,Boxing Day
2026-12-26,CC,,Boxing Day
2026-12-26,CK,,Boxing Day
2026-12-26,CW,,Second Day of Christmas
2026-12-26,CX,,Boxing Day
2026-12-26,CY,,Day After Christmas
2026-12-26,CZ,,Second Day of Christmas
2026-12-26,DE,,Second Day of Christmas
2026-12-26,DK,,Second Day of Christmas
2026-12-26,DM,,Boxing Day
2026-12-26,EE,,Second Day of Christmas
2026-12-26,FI,,Second Day of Christmas
2026-12-26,FJ,,Boxing Day
2026-12-26,FK,,Boxing Day
2026-12-26,FO,,Second Day of Christmas
2026-12-26,GB,,Boxing Day
2026-12-26,GD,,Boxing Day
2026-12-26,GG,,Boxing Day
2026-12-26,GH,,Boxing Day
2026-12-26,GI,,Boxing Day
2026-12-26,GL,,Second Day of Christmas
2026-12-26,GM,,Boxing Day
2026-12-26,GR,,Glorifying Mother of God
2026-12-26,GS,,Boxing Day
2026-12-26,GY,,Day after Christmas
2026-12-26,HK,,The first weekday after Christmas Day
2026-12-26,HR,,Saint Stephen's Day
2026-12-26,HU,,Second Day of Christmas
2026-12-26,IE,,Saint Stephen's Day
2026-12-26,IM,,Boxing Day
2026-12-26,IS,,Second Day of Christmas
2026-12-26,IT,,Santo Stefano
2026-12-26,JE,,Boxing Day
2026-12-26,JM,,Boxing Day
2026-12-26,KE,,Boxing Day
2026-12-26,KI,,Boxing Day
2026-12-26,KN,,Boxing Day
2026-12-26,KY,,Boxing Day
2026-12-26,LC,,Boxing Day
2026-12-26,LI,,Saint Stephen's Day
2026-12-26,LS,,Boxing Day
2026-12-26,LT,,Second Day of Christmas
2026-12-26,LU,,Saint Stephen's Day
2026-12-26,LV,,Second Day of Christmas
2026-12-26,MS,,Boxing Day
2026-12-26,MW,,Boxing Day
2026-12-26,NA,,Family Day
2026-12-26,NF,,Boxing Day
2026-12-26,NG,,Boxing Day
2026-12-26,NL,,Second Day of Christmas
2026-12-26,NO,,Second Day of Christmas
2026-12-26,NR,,Day following Christmas
2026-12-26,NU,,Boxing Day
2026-12-26,NZ,,Boxing Day
2026-12-26,PG,,Boxing Day
2026-12-26,PL,,Second Day of Christmas
2026-12-26,PN,,Boxing Day
2026-12-26,RO,,Christmas Day
2026-12-26,RW,,Boxing Day
2026-12-26,SB,,National Day of Thanksgiving
2026-12-26,SE,,Second Day of Christmas
2026-12-26,SH,,Boxing Day
2026-12-26,SI,,Independence and Unity Day
2026-12-26,SJ,,Second Day of Christmas
2026-12-26,SK,,Second Day of Christmas
2026-12-26,SL,,Boxing Day
2026-12-26,SM,,Saint Stephen's Day
2026-12-26,SR,,Second Day of Christmas
2026-12-26,SS,,Second Day of Christmas
2026-12-26,SX,,Second Day of Christmas
2026-12-26,SY,,Boxing Day
2026-12-26,SZ,,Boxing Day
2026-12-26,TC,,Boxing Day
2026-12-26,TK,,Boxing Day
2026-12-26,TO,,Boxing Day
2026-12-26,TT,,Boxing Day
2026-12-26,TV,,Boxing Day
2026-12-26,TZ,,Boxing Day
2026-12-26,UG,,Boxing Day
2026-12-26,UK,,Boxing Day
2026-12-26,VA,,Saint Stephen's Day
2026-12-26,VC,,Boxing Day
2026-12-26,VG,,Boxing Day
2026-12-26,VI,,Christmas Second Day
2026-12-26,VU,,Family Day
2026-12-26,WS,,Boxing Day
2026-12-26,ZA,,Day of Goodwill
2026-12-26,ZW,,Boxing Day
2026-12-27,FK,,Christmas Holiday
2026-12-27,KP,,Socialist Constitution Day
2026-12-27,SE,,Sunday
2026-12-27,VA,,Saint John the Evangelist's Day
2026-12-28,AG,,Boxing Day (observed)
2026-12-28,AI,,Boxing Day (observed)
2026-12-28,BG,,Christmas Day (observed)
2026-12-28,BM,,Boxing Day (observed)
2026-12-28,BS,,Boxing Day (observed)
2026-12-28,BW,,Boxing Day Holiday
2026-12-28,CC,,Boxing Day (observed)
2026-12-28,CK,,Boxing Day (observed)
2026-12-28,CX,,Boxing Day (observed)
2026-12-28,FJ,,Boxing Day (observed)
2026-12-28,FK,,Boxing Day (observed)
2026-12-28,GB,,Boxing Day (observed)
2026-12-28,GG,,Boxing Day (substitute day)
2026-12-28,GH,,Boxing Day (observed)
2026-12-28,GI,,Boxing Day (observed)
2026-12-28,GM,,Boxing Day (observed)
2026-12-28,GS,,Boxing Day (observed)
2026-12-28,GY,,Day after Christmas (observed)
2026-12-28,IM,,Boxing Day (observed)
2026-12-28,JE,,Boxing Day (substitute day)
2026-12-28,KI,,Boxing Day (observed)
2026-12-28,KY,,Boxing Day (observed)
2026-12-28,MS,,Boxing Day (observed)
2026-12-28,MW,,Boxing Day (observed)
2026-12-28,NF,,Boxing Day (observed)
2026-12-28,NG,,Boxing Day (observed)
2026-12-28,NR,,Day following Christmas (observed)
2026-12-28,NU,,Boxing Day (observed)
2026-12-28,NZ,,Boxing Day (observed)
2026-12-28,RW,,Boxing Day (observed)
2026-12-28,SB,,National Day of Thanksgiving (observed)
2026-12-28,SH,,Boxing Day (observed)
2026-12-28,SL,,Boxing Day (observed)
2026-12-28,TC,,Boxing Day (observed)
2026-12-28,TV,,Boxing Day (observed)
2026-12-28,UK,,Boxing Day (observed)
2026-12-28,VG,,Boxing Day (observed)
2026-12-29,FK,,Christmas Holiday (observed)
2026-12-29,KH,,Peace Day in Cambodia
2026-12-29,MN,,National Freedom and Independence Day
2026-12-30,NP,,Tamu Lhochhar
2026-12-30,PH,,Rizal Day
2026-12-31,AM,,New Year's Eve
2026-12-31,AZ,,International Azerbaijanis Solidarity Day
2026-12-31,CU,,New Year's Eve
2026-12-31,FO,,New Year's Eve
2026-12-31,KG,,New Year's Eve
2026-12-31,LV,,New Year's Eve
2026-12-31,MS,,Festival Day
2026-12-31,PH,,New Year's Eve
2026-12-31,SE,,New Year's Eve
2026-12-31,TH,,New Year's Eve
2026-12-31,TL,,National Heroes Day
2026-12-31,VA,,Last Day of the Year
2026-12-31,VE,,New Year's Eve
2027-01-01,AD,,New Year's Day
2027-01-01,AE,,New Year's Day
2027-01-01,AG,,New Year's Day
2027-01-01,AI,,New Year's Day
2027-01-01,AL,,New Year's Day
2027-01-01,AM,,New Year's Day
2027-01-01,AO,,New Year's Day
2027-01-01,AQ,,New Year's Day
2027-01-01,AR,,New Year's Day
2027-01-01,AS,,New Year's Day
2027-01-01,AT,,New Year's Day
2027-01-01,AU,,New Year's Day
2027-01-01,AW,,New Year's Day
2027-01-01,AX,,New Year's Day
2027-01-01,AZ,,New Year's Day
2027-01-01,B3,,Universal Fraternization Day
2027-01-01,BA,,New Year's Day
2027-01-01,BB,,New Year's Day
2027-01-01,BE,,New Year's Day
2027-01-01,BF,,New Year's Day
2027-01-01,BG,,New Year's Day
2027-01-01,BH,,New Year's Day
2027-01-01,BI,,New Year's Day
2027-01-01,BJ,,New Year's Day
2027-01-01,BL,,New Year's Day
2027-01-01,BM,,New Year's Day
2027-01-01,BN,,New Year's Day
2027-01-01,BO,,New Year's Day
2027-01-01,BQ,,New Year's Day
2027-01-01,BR,,Universal Fraternization Day
2027-01-01,BS,,New Year's Day
2027-01-01,BW,,New Year's Day
2027-01-01,BY,,New Year's Day
2027-01-01,BZ,,New Year's Day
2027-01-01,CA,,New Year's Day
2027-01-01,CC,,New Year's Day
2027-01-01,CD,,New Year's Day
2027-01-01,CF,,New Year's Day
2027-01-01,CG,,New Year's Day
2027-01-01,CH,,New Year's Day
2027-01-01,CI,,New Year's Day
2027-01-01,CK,,New Year's Day
2027-01-01,CL,,New Year's Day
2027-01-01,CM,,New Year's Day
2027-01-01,CN,,New Year's Day
2027-01-01,CO,,New Year's Day
2027-01-01,CR,,New Year's Day
2027-01-01,CU,,Liberation Day
2027-01-01,CV,,New Year's Day
2027-01-01,CW,,New Year's Day
2027-01-01,CX,,New Year's Day
2027-01-01,CY,,New Year's Day
2027-01-01,CZ,,Independent Czech State Restoration Day; New Year's Day
2027-01-01,DE,,New Year's Day
2027-01-01,DJ,,New Year's Day
2027-01-01,DK,,New Year's Day
2027-01-01,DM,,New Year's Day
2027-01-01,DO,,New Year's Day
2027-01-01,DZ,,New Year's Day
2027-01-01,EC,,New Year's Day
2027-01-01,EE,,New Year's Day
2027-01-01,ER,,New Year's Day
2027-01-01,ES,,New Year's Day
2027-01-01,FI,,New Year's Day
2027-01-01,FJ,,New Year's Day
2027-01-01,FK,,New Year's Day
2027-01-01,FM,,New Year's Day
2027-01-01,FO,,New Year's Day
2027-01-01,FR,,New Year's Day
2027-01-01,GA,,New Year's Day
2027-01-01,GB,,New Year's Day
2027-01-01,GD,,New Year's Day
2027-01-01,GE,,New Year's Day
2027-01-01,GF,,New Year's Day
2027-01-01,GG,,New Year's Day
2027-01-01,GH,,New Year's Day
2027-01-01,GI,,New Year's Day
2027-01-01,GL,,New Year's Day
2027-01-01,GM,,New Year's Day
2027-01-01,GN,,New Year's Day
2027-01-01,GP,,New Year's Day
2027-01-01,GQ,,New Year's Day
2027-01-01,GR,,New Year's Day
2027-01-01,GS,,New Year's Day
2027-01-01,GT,,New Year's Day
2027-01-01,GU,,New Year's Day
2027-01-01,GW,,New Year's Day
2027-01-01,GY,,New Year's Day
2027-01-01,HK,,New Year's Day
2027-01-01,HN,,New Year's Day
2027-01-01,HR,,New Year's Day
2027-01-01,HT,,National Independence Day; New Year's Day
2027-01-01,HU,,New Year's Day
2027-01-01,ID,,New Year's Day
2027-01-01,IE,,New Year's Day
2027-01-01,IM,,New Year's Day
2027-01-01,IQ,,New Year's Day
2027-01-01,IS,,New Year's Day
2027-01-01,IT,,Capodanno
2027-01-01,JE,,New Year's Day
2027-01-01,JM,,New Year's Day
2027-01-01,JO,,New Year's Day
2027-01-01,JP,,New Year's Day
2027-01-01,KE,,New Year's Day
2027-01-01,KG,,New Year's Day
2027-01-01,KH,,International New Year Day
2027-01-01,KI,,New Year's Day
2027-01-01,KM,,New Year's Day
2027-01-01,KN,,Carnival Day
2027-01-01,KP,,New Year's Day
2027-01-01,KR,,New Year's Day
2027-01-01,KW,,New Year's Day
2027-01-01,KY,,New Year's Day
2027-01-01,KZ,,New Year's Day
2027-01-01,LA,,New Year's Day
2027-01-01,LB,,New Year's Day
2027-01-01,LC,,New Year's Day
2027-01-01,LI,,New Year's Day
2027-01-01,LR,,New Year's Day
2027-01-01,LS,,New Year's Day
2027-01-01,LT,,New Year's Day
2027-01-01,LU,,New Year's Day
2027-01-01,LV,,New Year's Day
2027-01-01,MA,,New Year's Day
2027-01-01,MC,,New Year's Day
2027-01-01,MD,,New Year's Day
2027-01-01,ME,,New Year's Day
2027-01-01,MF,,New Year's Day
2027-01-01,MG,,New Year's Day
2027-01-01,MH,,New Year's Day
2027-01-01,MK,,New Year's Day
2027-01-01,ML,,New Year's Day
2027-01-01,MM,,New Year's Day
2027-01-01,MN,,New Year's Day
2027-01-01,MO,,New Year's Day
2027-01-01,MP,,New Year's Day
2027-01-01,MQ,,New Year's Day
2027-01-01,MR,,New Year's Day
2027-01-01,MS,,New Year's Day
2027-01-01,MT,,New Year's Day
2027-01-01,MU,,New Year's Day
2027-01-01,MV,,New Year's Day
2027-01-01,MW,,New Year's Day
2027-01-01,MX,,New Year's Day
2027-01-01,MZ,,International Fraternalism Day
2027-01-01,NA,,New Year's Day
2027-01-01,NC,,New Year's Day
2027-01-01,NE,,New Year's Day
2027-01-01,NF,,New Year's Day
2027-01-01,NG,,New Year's Day
2027-01-01,NI,,New Year's Day
2027-01-01,NL,,New Year's Day
2027-01-01,NO,,New Year's Day
2027-01-01,NR,,New Year's Day
2027-01-01,NU,,New Year's Day
2027-01-01,NZ,,New Year's Day
2027-01-01,PA,,New Year's Day
2027-01-01,PE,,New Year's Day
2027-01-01,PF,,New Year's Day
2027-01-01,PG,,New Year's Day
2027-01-01,PH,,New Year's Day
2027-01-01,PL,,New Year's Day
2027-01-01,PM,,New Year's Day
2027-01-01,PN,,New Year's Day
2027-01-01,PR,,New Year's Day
